Sno,temp,hum,soil,ir,ultrasonic,cdate
462,nan,nan,100,0,0,2022-11-02 14:21:23.871177
463,nan,nan,100,1,0,2022-11-02 14:21:33.475987
464,nan,nan,100,1,0,2022-11-02 14:21:43.082779
465,nan,nan,100,1,0,2022-11-02 14:21:52.703396
466,nan,nan,100,1,0,2022-11-02 14:22:02.287952
467,nan,nan,100,1,0,2022-11-02 14:22:11.887013
468,nan,nan,100,1,0,2022-11-02 14:22:21.516618
469,nan,nan,100,1,0,2022-11-02 14:22:31.086567
470,nan,nan,100,1,0,2022-11-02 14:22:40.686278
471,nan,nan,100,1,0,2022-11-02 14:22:50.275922
472,nan,nan,100,1,0,2022-11-02 14:22:59.951730
473,nan,nan,100,1,0,2022-11-02 14:23:09.536140
474,nan,nan,100,1,0,2022-11-02 14:23:19.108752
475,nan,nan,100,1,0,2022-11-02 14:23:28.710672
476,nan,nan,100,1,0,2022-11-02 14:23:38.313704
477,nan,nan,100,1,0,2022-11-02 14:23:47.901583
478,nan,nan,100,1,0,2022-11-02 14:23:57.497045
479,nan,nan,100,1,0,2022-11-02 14:24:07.101048
480,nan,nan,100,1,0,2022-11-02 14:24:16.686600
481,nan,nan,100,1,0,2022-11-02 14:24:26.283165
482,nan,nan,100,1,0,2022-11-02 14:24:35.883733
483,nan,nan,100,1,0,2022-11-02 14:24:45.484459
484,nan,nan,100,1,0,2022-11-02 14:24:55.093065
485,nan,nan,100,1,0,2022-11-02 14:25:04.682633
486,nan,nan,100,1,0,2022-11-02 14:25:14.307889
487,nan,nan,100,1,0,2022-11-02 14:25:23.891987
488,nan,nan,100,1,0,2022-11-02 14:25:33.428422
489,27.7,74,100,0,0,2022-11-02 14:25:42.993442
490,27.6,75,100,1,0,2022-11-02 14:25:52.517525
491,27.6,75,100,1,0,2022-11-02 14:26:02.078774
492,27.6,74,100,1,0,2022-11-02 14:26:11.620979
493,27.6,74,100,1,0,2022-11-02 14:26:21.158200
494,27.6,73,100,1,0,2022-11-02 14:26:30.721385
495,27.6,73,100,1,0,2022-11-02 14:26:40.263566
496,27.6,73,100,1,0,2022-11-02 14:26:49.817953
497,27.6,73,100,1,0,2022-11-02 14:26:59.364159
498,27.6,76,100,1,0,2022-11-02 14:27:08.900786
499,27.6,74,100,1,0,2022-11-02 14:27:18.441970
500,27.6,74,100,1,0,2022-11-02 14:27:28.000795
501,27.6,73,100,1,0,2022-11-02 14:27:37.546150
502,27.6,73,100,1,0,2022-11-02 14:27:47.090094
503,27.6,74,100,1,0,2022-11-02 14:27:56.634242
504,nan,nan,100,1,0,2022-11-02 14:28:06.190639
505,nan,nan,100,1,0,2022-11-02 14:28:15.756948
506,nan,nan,100,1,0,2022-11-02 14:28:25.310900
507,27.9,73,100,1,0,2022-11-02 14:28:34.837614
508,27.8,73,100,1,0,2022-11-02 14:28:44.373202
509,nan,nan,100,1,0,2022-11-02 14:39:17.291662
510,nan,nan,100,1,0,2022-11-02 14:39:26.714009
511,nan,nan,100,1,0,2022-11-02 14:39:36.308784
512,nan,nan,100,0,0,2022-11-12 12:13:38.686594
513,nan,nan,100,0,0,2022-11-12 12:13:38.688591
514,nan,nan,100,0,0,2022-11-12 12:13:38.683595
515,nan,nan,100,0,0,2022-11-12 12:13:38.691577
516,nan,nan,100,0,0,2022-11-12 12:13:38.670588
517,nan,nan,100,0,0,2022-11-12 12:13:38.694575
518,nan,nan,100,0,0,2022-11-12 12:13:38.687579
519,nan,nan,100,0,0,2022-11-12 12:13:38.681596
520,nan,nan,100,0,0,2022-11-12 12:13:38.690587
521,nan,nan,100,0,0,2022-11-12 12:13:38.667590
522,nan,nan,100,0,0,2022-11-12 12:13:38.672603
523,nan,nan,100,0,0,2022-11-12 12:13:38.674602
524,nan,nan,100,0,0,2022-11-12 12:13:38.667590
525,nan,nan,100,0,0,2022-11-12 12:13:38.676601
526,nan,nan,100,0,0,2022-11-12 12:13:38.671603
527,nan,nan,100,0,0,2022-11-12 12:13:38.696573
528,nan,nan,100,0,0,2022-11-12 12:13:38.694575
529,nan,nan,100,0,0,2022-11-12 12:13:41.326243
530,nan,nan,100,0,0,2022-11-12 12:13:50.949267
531,nan,nan,100,0,0,2022-11-12 12:14:00.575899
532,nan,nan,100,0,0,2022-11-12 12:14:10.205390
533,nan,nan,100,0,0,2022-11-12 12:14:19.839199
534,nan,nan,100,0,0,2022-11-12 12:14:29.465906
535,nan,nan,100,0,0,2022-11-12 12:14:39.095758
536,nan,nan,100,0,0,2022-11-12 12:14:50.169694
537,nan,nan,100,0,0,2022-11-12 12:14:59.801765
538,nan,nan,100,0,0,2022-11-12 12:15:04.437201
539,nan,nan,-81,0,0,2022-11-12 12:15:14.132993
540,nan,nan,-80,0,0,2022-11-12 12:15:23.761720
541,nan,nan,-81,0,0,2022-11-12 12:15:33.391318
542,nan,nan,-80,0,0,2022-11-12 12:15:43.021158
543,nan,nan,-81,0,0,2022-11-12 12:15:52.651042
544,nan,nan,-84,0,0,2022-11-12 12:16:02.293789
545,nan,nan,-85,0,0,2022-11-12 12:16:06.918898
546,nan,nan,-84,0,0,2022-11-12 12:16:16.803562
547,nan,nan,-82,1,0,2022-11-12 12:16:26.428287
548,nan,nan,-85,1,0,2022-11-12 12:16:31.055828
549,nan,nan,-85,1,0,2022-11-12 12:16:40.688228
550,nan,nan,-82,1,0,2022-11-12 12:16:53.081850
551,nan,nan,-82,1,0,2022-11-12 12:16:54.947872
552,nan,nan,-84,1,0,2022-11-12 12:17:04.531553
553,nan,nan,-84,1,0,2022-11-12 12:17:13.367474
554,nan,nan,-81,1,0,2022-11-12 12:17:23.006046
555,nan,nan,-82,1,0,2022-11-12 12:17:27.638629
556,nan,nan,-79,1,0,2022-11-12 12:17:37.239667
557,nan,nan,-85,1,0,2022-11-12 12:17:46.868731
558,nan,nan,-70,1,0,2022-11-12 12:17:56.492742
559,nan,nan,-79,1,0,2022-11-12 12:18:06.115256
560,nan,nan,-85,1,0,2022-11-12 12:18:15.698856
561,nan,nan,-85,1,0,2022-11-12 12:18:25.306960
562,nan,nan,-85,1,0,2022-11-12 12:18:34.896918
563,nan,nan,-82,1,0,2022-11-12 12:18:44.526696
564,nan,nan,-78,1,0,2022-11-12 12:18:54.156050
565,nan,nan,-85,1,37,2022-11-12 12:19:02.778055
566,nan,nan,-85,1,15,2022-11-12 12:19:06.379462
567,nan,nan,-85,1,41,2022-11-12 12:19:14.987179
568,59.8,25,-85,1,70,2022-11-12 12:19:23.535724
569,59.8,25,-85,1,29,2022-11-12 12:19:32.090915
570,59.8,25,-85,1,31,2022-11-12 12:19:35.638392
571,59.8,25,-85,1,32,2022-11-12 12:19:44.234718
572,60,5,-85,1,30,2022-11-12 12:19:52.739893
573,59.8,25,-85,1,32,2022-11-12 12:20:01.280884
574,59.8,25,-85,0,30,2022-11-12 12:20:09.822918
575,59.8,25,-85,0,12,2022-11-12 12:20:18.374032
576,59.8,25,-85,0,42,2022-11-12 12:20:21.920345
577,59.8,25,-85,0,45,2022-11-12 12:20:30.463872
578,60,5,-85,0,12,2022-11-12 12:20:39.008748
579,59.8,25,-85,0,13,2022-11-12 12:20:47.557460
580,59.8,25,-85,0,13,2022-11-12 12:20:56.098813
581,59.8,25,-85,0,10,2022-11-12 12:21:04.648822
582,59.8,25,-85,0,10,2022-11-12 12:21:13.192977
583,60,5,-85,0,11,2022-11-12 12:21:21.732466
584,57.9,24,-85,0,11,2022-11-12 12:21:25.271274
585,57.6,24,-85,0,10,2022-11-12 12:21:33.808340
586,55.8,22,-85,0,10,2022-11-12 12:21:42.353853
587,54.3,22,-85,0,10,2022-11-12 12:21:50.901554
588,52.9,20,-85,0,10,2022-11-12 12:21:59.443041
589,51.6,19,-85,0,10,2022-11-12 12:22:07.987896
590,50.3,19,-85,0,10,2022-11-12 12:22:16.535539
591,49.1,19,-85,0,10,2022-11-12 12:22:25.076642
592,48.1,18,-85,0,10,2022-11-12 12:22:33.615693
593,47.3,17,-85,0,10,2022-11-12 12:22:42.158337
594,46.3,16,-85,0,10,2022-11-12 12:22:50.710141
595,45.5,16,-85,0,9,2022-11-12 12:22:59.249996
596,44.9,16,-85,0,10,2022-11-12 12:23:07.796116
597,43.9,15,-85,0,10,2022-11-12 12:23:16.359084
598,43.2,15,-85,0,11,2022-11-12 12:23:24.901275
599,42.6,14,-85,0,9,2022-11-12 12:23:33.446775
600,41.9,14,-85,0,10,2022-11-12 12:23:41.991974
601,41.4,14,-85,0,9,2022-11-12 12:23:50.541371
602,40.9,13,-85,0,10,2022-11-12 12:23:59.092398
603,40.2,13,-85,0,10,2022-11-12 12:24:07.636009
604,39.8,13,-85,0,9,2022-11-12 12:24:16.185148
605,39.3,13,-85,0,10,2022-11-12 12:24:24.724100
606,38.9,13,-85,0,10,2022-11-12 12:24:33.271488
607,38.6,15,-85,0,10,2022-11-12 12:24:41.820347
608,38.3,14,-85,0,9,2022-11-12 12:24:50.360575
609,37.8,13,-85,0,10,2022-11-12 12:24:58.907015
610,37.6,14,-85,0,10,2022-11-12 12:25:07.453219
611,37.3,15,-85,0,10,2022-11-12 12:25:15.999624
612,36.9,15,-85,0,9,2022-11-12 12:25:24.548786
613,36.6,17,-85,0,10,2022-11-12 12:25:33.086858
614,36.3,17,-85,0,10,2022-11-12 12:25:41.652411
615,36.1,17,-85,0,9,2022-11-12 12:25:50.184750
616,35.8,16,-85,0,10,2022-11-12 12:25:58.736542
617,35.6,16,-85,0,10,2022-11-12 12:26:07.268542
618,35.3,17,-85,0,10,2022-11-12 12:26:15.809815
619,35,18,-85,0,9,2022-11-12 12:26:24.367194
620,34.8,18,-85,0,10,2022-11-12 12:26:32.905900
621,34.6,18,-85,0,9,2022-11-12 12:26:41.452514
622,34.4,19,-85,0,9,2022-11-12 12:26:51.989497
623,34.2,19,-85,0,10,2022-11-12 12:26:53.536372
624,34.2,20,-85,0,10,2022-11-12 12:27:02.087556
625,34,20,-85,0,9,2022-11-12 12:27:10.629881
626,34,20,-85,0,10,2022-11-12 12:27:19.174366
627,33.8,21,-85,0,9,2022-11-12 12:27:27.718990
628,33.5,21,-85,0,10,2022-11-12 12:27:36.273749
629,33.4,21,-85,0,9,2022-11-12 12:27:44.819651
630,33.3,22,-85,0,10,2022-11-12 12:27:53.356240
631,33.1,22,-85,0,9,2022-11-12 12:28:01.912073
632,33,23,-85,0,9,2022-11-12 12:28:10.463323
633,32.9,22,-85,0,9,2022-11-12 12:28:19.001303
634,32.8,23,-85,0,9,2022-11-12 12:28:27.543878
635,32.4,23,-85,0,9,2022-11-12 12:28:36.090364
636,32.5,24,-85,0,9,2022-11-12 12:28:44.631726
637,32.4,24,-85,0,9,2022-11-12 12:28:53.176020
638,32.2,25,-85,0,9,2022-11-12 12:29:01.717394
639,32.1,25,-85,0,10,2022-11-12 12:29:10.260690
640,32,26,-85,0,9,2022-11-12 12:29:18.809631
641,31.9,26,-85,0,10,2022-11-12 12:29:27.400641
642,31.8,26,-85,0,10,2022-11-12 12:29:35.943218
643,31.7,28,-85,1,11,2022-11-12 12:29:44.489246
644,31.6,27,-85,1,31,2022-11-12 12:29:53.032699
645,31.6,27,-85,1,11,2022-11-12 12:30:01.578731
646,31.5,27,-85,1,13,2022-11-12 12:30:10.124203
647,31.3,27,-85,1,30,2022-11-12 12:30:18.666525
648,31.3,27,-85,1,30,2022-11-12 12:30:27.213116
649,31.2,27,-85,1,45,2022-11-12 12:30:35.764536
650,31,27,-85,1,30,2022-11-12 12:30:44.310584
651,31,27,-85,1,42,2022-11-12 12:30:52.869654
652,30.9,26,-85,1,31,2022-11-12 12:31:01.419388
653,30.8,27,-85,1,41,2022-11-12 12:31:09.962073
654,30.8,27,-85,1,30,2022-11-12 12:31:18.507637
655,30.7,27,-85,1,40,2022-11-12 12:31:27.052639
656,30.5,27,-85,1,30,2022-11-12 12:31:35.597432
657,30.5,27,-85,1,32,2022-11-12 12:31:44.144021
658,30.5,28,-85,1,42,2022-11-12 12:31:52.707678
659,30.4,28,-85,1,41,2022-11-12 12:32:01.240440
660,30.3,28,-85,1,30,2022-11-12 12:32:09.777567
661,30.3,28,-85,1,42,2022-11-12 12:32:18.321929
662,30.2,28,-85,1,44,2022-11-12 12:32:26.879264
663,30.1,30,-85,1,42,2022-11-12 12:32:35.421169
664,30,29,-85,1,42,2022-11-12 12:32:43.964952
665,30,29,-85,1,41,2022-11-12 12:32:52.514477
666,30,29,-85,1,42,2022-11-12 12:33:01.072451
667,29.8,29,-85,1,45,2022-11-12 12:33:09.613328
668,29.8,29,-85,1,30,2022-11-12 12:33:18.166605
669,29.6,29,-85,1,31,2022-11-12 12:33:26.704945
670,29.7,29,-85,1,44,2022-11-12 12:33:35.256370
671,29.6,29,-85,1,42,2022-11-12 12:33:43.798806
672,29.6,30,-85,1,30,2022-11-12 12:33:52.349982
673,29.6,30,-85,1,45,2022-11-12 12:34:00.891370
674,29.5,30,-85,1,31,2022-11-12 12:34:09.435346
675,29.4,30,-85,1,43,2022-11-12 12:34:17.981859
676,29.5,30,-85,1,43,2022-11-12 12:34:26.524831
677,29.4,30,-85,1,30,2022-11-12 12:34:35.070329
678,29.4,30,-85,1,43,2022-11-12 12:34:43.627848
679,29.4,30,-85,1,41,2022-11-12 12:34:52.169146
680,29.3,31,-85,1,31,2022-11-12 12:35:00.716329
681,29.3,31,-85,1,31,2022-11-12 12:35:10.367483
682,29.2,31,-85,1,42,2022-11-12 12:35:12.808983
683,29.2,31,-85,1,30,2022-11-12 12:35:21.349936
684,29.1,31,-85,1,31,2022-11-12 12:35:29.898159
685,29.3,31,-85,1,31,2022-11-12 12:35:38.448125
686,29.1,31,-85,1,42,2022-11-12 12:35:46.990177
687,29.1,31,-85,1,43,2022-11-12 12:35:55.556694
688,29,31,-85,1,44,2022-11-12 12:36:04.098221
689,29.1,31,-85,1,31,2022-11-12 12:36:12.649056
690,29.1,31,-85,1,41,2022-11-12 12:36:21.207601
691,29,31,-85,1,43,2022-11-12 12:36:29.753081
692,28.9,31,-85,1,42,2022-11-12 12:36:38.303463
693,28.9,30,-85,1,44,2022-11-12 12:36:46.855160
694,29,32,-85,1,41,2022-11-12 12:36:55.401490
695,28.9,30,-85,1,32,2022-11-12 12:37:03.956763
696,28.9,29,-85,1,31,2022-11-12 12:37:12.498022
697,28.9,29,-85,1,44,2022-11-12 12:37:21.042764
698,28.9,29,-85,1,42,2022-11-12 12:37:29.611789
699,28.8,29,-85,1,31,2022-11-12 12:37:38.146503
700,28.7,31,-85,1,42,2022-11-12 12:37:46.691231
701,28.8,28,-85,1,41,2022-11-12 12:38:14.402761
702,28.6,31,-85,1,42,2022-11-12 12:38:17.338425
703,28.6,28,-85,1,45,2022-11-12 12:38:25.887166
704,28.6,29,-85,1,44,2022-11-12 12:38:34.428414
705,28.6,31,-85,1,30,2022-11-12 12:38:42.976572
706,28.6,31,-85,1,32,2022-11-12 12:38:51.525022
707,28.5,29,-85,1,42,2022-11-12 12:39:00.060322
708,28.5,29,-85,1,31,2022-11-12 12:39:09.272854
709,28.5,29,-85,1,30,2022-11-12 12:39:12.144817
710,28.5,29,-85,1,31,2022-11-12 12:39:20.691089
711,28.5,29,-85,1,43,2022-11-12 12:39:29.232340
712,28.4,29,-85,1,45,2022-11-12 12:39:37.780404
713,28.5,29,-85,1,44,2022-11-12 12:39:46.331725
714,28.4,29,-85,1,44,2022-11-12 12:39:54.877511
715,28.3,29,-85,1,30,2022-11-12 12:40:03.419850
716,28.3,29,-85,1,44,2022-11-12 12:40:11.964849
717,28.3,30,-85,1,43,2022-11-12 12:40:20.516853
718,28.3,30,-85,1,45,2022-11-12 12:40:29.060170
719,28.2,30,-85,1,44,2022-11-12 12:40:37.606803
720,28.3,30,-85,1,32,2022-11-12 12:40:46.157290
721,28.3,30,-85,1,44,2022-11-12 12:40:54.705826
722,28.2,30,-85,1,42,2022-11-12 12:41:03.249801
723,28.3,30,-85,1,32,2022-11-12 12:41:11.794825
724,28.2,30,-85,1,45,2022-11-12 12:41:20.344552
725,28.2,30,-85,1,31,2022-11-12 12:41:28.885821
726,28.2,30,-85,1,41,2022-11-12 12:41:37.864596
727,28.2,30,-85,1,31,2022-11-12 12:41:46.420318
728,28.2,30,-85,1,43,2022-11-12 12:41:54.963620
729,28.2,30,-85,1,42,2022-11-12 12:42:03.524797
730,28.1,31,-85,1,44,2022-11-12 12:42:12.070441
731,28,30,-85,1,39,2022-11-12 12:42:20.623627
732,28.2,30,-85,1,44,2022-11-12 12:42:29.165169
733,28,30,-85,1,42,2022-11-12 12:42:37.709524
734,28.1,30,-85,1,43,2022-11-12 12:42:46.255681
735,28,31,-85,1,45,2022-11-12 12:42:54.823242
736,28.1,31,-85,1,44,2022-11-12 12:43:03.341928
737,28,31,-85,1,42,2022-11-12 12:43:11.892645
738,28,31,-85,1,44,2022-11-12 12:43:20.434108
739,28,31,-85,1,44,2022-11-12 12:43:28.978855
740,28,30,-85,1,45,2022-11-12 12:43:37.533252
741,27.9,29,-85,1,45,2022-11-12 12:43:46.075539
742,28,30,-85,1,31,2022-11-12 12:43:54.625599
743,27.9,29,-85,1,42,2022-11-12 12:44:03.171629
744,28,30,-85,1,44,2022-11-12 12:44:11.724205
745,27.8,30,-85,1,44,2022-11-12 12:44:20.689819
746,27.9,30,-85,1,42,2022-11-12 12:44:29.488684
747,27.9,30,-85,1,44,2022-11-12 12:44:38.031727
748,28,31,-85,1,43,2022-11-12 12:44:46.578607
749,27.8,30,-85,1,43,2022-11-12 12:44:50.121814
750,27.9,30,-85,1,43,2022-11-12 12:44:58.667401
751,27.9,30,-85,1,43,2022-11-12 12:45:07.213630
752,27.9,30,-85,1,33,2022-11-12 12:45:15.764441
753,27.9,30,-85,1,42,2022-11-12 12:45:19.302982
754,27.8,30,-85,1,44,2022-11-12 12:45:27.857606
755,27.9,30,-85,1,30,2022-11-12 12:45:31.394428
756,28,30,-85,1,31,2022-11-12 12:45:40.205616
757,27.9,30,-85,1,44,2022-11-12 12:45:44.179164
758,27.9,30,-85,1,44,2022-11-12 12:45:47.502669
759,27.9,30,-85,1,42,2022-11-12 12:45:50.882898
760,27.9,30,-85,1,45,2022-11-12 12:45:54.526167
761,27.9,30,-85,1,43,2022-11-12 12:45:57.732533
762,27.9,30,-85,1,42,2022-11-12 12:46:01.363712
763,27.8,30,-85,1,44,2022-11-12 12:46:05.100146
764,27.8,30,-85,1,44,2022-11-12 12:46:08.735329
765,27.9,30,-85,1,45,2022-11-12 12:46:11.941475
766,27.9,30,-85,1,42,2022-11-12 12:46:15.806287
767,27.8,30,-85,1,43,2022-11-12 12:46:19.092342
768,27.9,30,-85,1,44,2022-11-12 12:46:23.014098
769,27.9,30,-85,1,44,2022-11-12 12:46:26.189680
770,27.7,30,-85,1,43,2022-11-12 12:46:29.726364
771,27.8,30,-85,1,43,2022-11-12 12:46:33.546985
772,27.9,30,-85,1,44,2022-11-12 12:46:37.029495
773,27.9,31,-85,1,42,2022-11-12 12:46:40.283790
774,27.8,33,-85,1,45,2022-11-12 12:46:48.829187
775,27.9,32,-85,1,30,2022-11-12 12:46:57.375209
776,27.8,31,-85,1,42,2022-11-12 12:47:05.921361
777,27.8,31,-85,1,43,2022-11-12 12:47:14.484941
778,27.8,31,-85,1,31,2022-11-12 12:47:23.029140
779,27.8,31,-85,1,31,2022-11-12 12:47:31.570805
780,27.7,31,-85,1,31,2022-11-12 12:47:40.115498
781,27.7,31,-85,1,44,2022-11-12 12:47:48.667877
782,27.7,32,-85,1,44,2022-11-12 12:47:57.212123
783,27.7,32,-85,1,43,2022-11-12 12:48:05.762307
784,27.7,32,-85,1,31,2022-11-12 12:48:14.302677
785,27.6,32,-85,1,42,2022-11-12 12:48:23.368211
786,27.6,32,-85,1,44,2022-11-12 12:48:31.926370
787,27.6,32,-85,1,42,2022-11-12 12:48:40.462121
788,27.7,32,-85,1,31,2022-11-12 12:48:49.000280
789,27.6,32,-85,1,43,2022-11-12 12:48:57.551827
790,27.5,32,-85,1,44,2022-11-12 12:49:01.091111
791,27.7,32,-85,1,31,2022-11-12 12:49:09.641058
792,27.6,33,-85,1,41,2022-11-12 12:49:18.187102
793,27.6,33,-85,1,31,2022-11-12 12:49:26.730135
794,27.6,35,-85,1,43,2022-11-12 12:49:35.302044
795,27.6,35,-85,1,42,2022-11-12 12:49:43.878963
796,27.6,35,-85,1,42,2022-11-12 12:49:52.415358
797,27.6,35,-85,1,44,2022-11-12 12:50:00.957021
798,27.6,34,-85,1,38,2022-11-12 12:50:09.502618
799,27.5,36,-85,1,32,2022-11-12 12:50:18.054060
800,27.5,35,-85,1,31,2022-11-12 12:50:26.593620
801,27.5,36,-85,1,44,2022-11-12 12:50:35.140149
802,27.5,35,-85,1,42,2022-11-12 12:50:43.691885
803,27.5,35,-85,1,31,2022-11-12 12:50:52.228726
804,27.5,35,-85,1,30,2022-11-12 12:51:00.773704
805,27.6,34,-85,1,44,2022-11-12 12:51:09.326053
806,27.5,34,-85,1,32,2022-11-12 12:51:17.883678
807,27.6,36,-85,1,31,2022-11-12 12:51:26.436842
808,27.5,36,-85,1,42,2022-11-12 12:51:34.975545
809,27.5,35,-85,1,44,2022-11-12 12:51:43.517962
810,27.5,36,-85,1,42,2022-11-12 12:51:52.068008
811,27.5,36,-85,1,34,2022-11-12 12:51:55.615587
812,27.5,35,-85,1,42,2022-11-12 12:52:04.171496
813,27.5,35,-85,1,31,2022-11-12 12:52:07.713408
814,27.4,35,-85,1,42,2022-11-12 12:52:16.258021
815,27.5,36,-85,1,43,2022-11-12 12:52:24.809010
816,27.5,36,-85,1,30,2022-11-12 12:52:33.351465
817,27.4,36,-85,1,43,2022-11-12 12:52:41.902472
818,27.4,35,-85,1,43,2022-11-12 12:52:50.442401
819,27.5,36,-85,1,43,2022-11-12 12:52:58.990502
820,27.5,36,-85,1,42,2022-11-12 12:53:07.535375
821,27.4,34,-85,1,43,2022-11-12 12:53:16.079847
822,27.4,34,-85,1,41,2022-11-12 12:53:24.630590
823,27.4,34,-85,1,40,2022-11-12 12:53:33.171529
824,27.5,34,-85,1,31,2022-11-12 12:53:41.720154
825,27.4,34,-85,1,31,2022-11-12 12:53:50.294872
826,27.4,34,-85,1,42,2022-11-12 12:53:58.822209
827,27.3,35,-85,1,45,2022-11-12 12:54:07.365780
828,27.4,36,-85,1,43,2022-11-12 12:54:15.917340
829,27.3,35,-85,1,45,2022-11-12 12:54:24.463168
830,27.4,34,-85,1,44,2022-11-12 12:54:33.445346
831,27.3,34,-85,1,25,2022-11-12 12:54:41.988690
832,27.3,34,-85,1,43,2022-11-12 12:54:50.537090
833,27.3,35,-85,1,30,2022-11-12 12:54:59.077688
834,27.3,35,-85,1,42,2022-11-12 12:57:26.010692
835,27.4,36,-85,1,42,2022-11-12 12:57:27.422243
836,27.4,36,-85,1,44,2022-11-12 12:57:35.970772
837,27.3,37,-85,1,31,2022-11-12 12:57:44.512026
838,27.2,37,-85,1,42,2022-11-12 12:57:53.069728
839,27.3,36,-85,1,31,2022-11-12 12:58:01.611948
840,27.3,39,-85,1,42,2022-11-12 12:58:10.156148
841,27.3,40,-85,1,30,2022-11-12 12:58:18.700507
842,27.3,39,-85,1,43,2022-11-12 12:58:27.245349
843,27.1,37,-85,1,44,2022-11-12 12:58:35.791454
844,27.1,36,-85,1,31,2022-11-12 12:58:44.336309
845,27.4,35,-85,1,30,2022-11-12 12:58:52.880401
846,27.1,35,-85,1,43,2022-11-12 12:59:01.427458
847,27.1,36,-85,1,44,2022-11-12 12:59:09.979671
848,27.1,35,-85,1,30,2022-11-12 12:59:18.528847
849,27.1,36,-85,1,42,2022-11-12 12:59:27.070331
850,27.2,36,-85,1,42,2022-11-12 12:59:35.619436
851,27.2,37,-85,1,43,2022-11-12 12:59:44.161955
852,27.2,37,-85,1,30,2022-11-12 12:59:52.709833
853,27.1,37,-85,1,44,2022-11-12 13:00:01.281970
854,27.1,35,-85,1,45,2022-11-12 13:00:09.810487
855,27.1,35,-85,1,42,2022-11-12 13:00:18.364363
856,27.1,35,-85,1,43,2022-11-12 13:00:26.917860
857,27.1,35,-85,1,45,2022-11-12 13:00:35.472077
858,27.1,35,-85,1,42,2022-11-12 13:00:44.014286
859,27.1,35,-85,1,42,2022-11-12 13:00:55.263010
860,27.1,35,-85,1,42,2022-11-12 13:01:03.825966
861,27.1,39,-85,1,38,2022-11-12 13:01:07.352269
862,27,38,-85,1,38,2022-11-12 13:01:10.900674
863,27.1,37,-85,1,38,2022-11-12 13:01:19.439747
864,27.1,35,-85,1,38,2022-11-12 13:01:22.985114
865,27.2,35,-85,1,38,2022-11-12 13:01:31.524804
866,27.1,39,-85,1,38,2022-11-12 13:01:40.077324
867,27.2,36,-85,1,38,2022-11-12 13:01:48.619258
868,27.1,36,-85,1,39,2022-11-12 13:01:57.166103
869,27.1,39,-85,1,39,2022-11-12 13:02:05.713552
870,27.1,37,-85,1,38,2022-11-12 13:02:14.262393
871,27,36,-85,1,39,2022-11-12 13:02:22.809727
872,27.1,36,-85,1,39,2022-11-12 13:02:31.350000
873,27.1,35,-85,1,39,2022-11-12 13:02:39.904594
874,27.1,34,-85,1,38,2022-11-12 13:02:48.454962
875,27.1,34,-85,1,39,2022-11-12 13:02:57.000673
876,27.1,33,-85,1,39,2022-11-12 13:03:05.551128
877,27,33,-85,1,38,2022-11-12 13:03:14.098548
878,27.1,34,-85,1,39,2022-11-12 13:03:22.648560
879,27,34,-85,1,38,2022-11-12 13:03:31.206475
880,27.1,33,-85,1,38,2022-11-12 13:03:39.756618
881,27.1,33,-85,1,38,2022-11-12 13:03:48.320106
882,27.1,34,-85,1,38,2022-11-12 13:03:56.866983
883,27.1,33,-85,1,38,2022-11-12 13:04:05.414931
884,27.1,33,-85,1,38,2022-11-12 13:04:13.966923
885,27.1,33,-85,1,38,2022-11-12 13:04:22.506547
886,27.1,33,-85,1,38,2022-11-12 13:04:31.073880
887,27.1,33,-85,1,38,2022-11-12 13:04:39.623197
888,27.1,33,-85,1,38,2022-11-12 13:04:48.374375
889,27.1,33,-85,1,38,2022-11-12 13:04:56.719393
890,27.1,33,-85,1,38,2022-11-12 13:05:05.264947
891,27.1,33,-85,1,38,2022-11-12 13:05:13.816550
892,27.1,33,-85,1,38,2022-11-12 13:05:22.361137
893,27.1,32,-85,1,39,2022-11-12 13:05:30.919987
894,27.1,34,-85,1,38,2022-11-12 13:05:39.462121
895,27.1,34,-85,1,38,2022-11-12 13:05:48.008967
896,27.1,34,-85,1,37,2022-11-12 13:05:56.561695
897,27.1,35,-85,1,38,2022-11-12 13:06:05.105878
898,27.1,35,-85,1,38,2022-11-12 13:06:13.659535
899,27.1,34,-85,1,37,2022-11-12 13:06:22.212149
900,27.1,34,-85,1,38,2022-11-12 13:06:30.756212
901,27.1,34,-85,1,37,2022-11-12 13:06:39.318307
902,27.1,33,-85,1,37,2022-11-12 13:06:47.866371
903,27,33,-85,1,38,2022-11-12 13:06:56.416775
904,27.1,33,-85,1,38,2022-11-12 13:07:04.961278
905,27.1,33,-85,1,38,2022-11-12 13:07:13.511826
906,27.1,33,-85,1,39,2022-11-12 13:07:22.060276
907,27.1,35,-85,1,39,2022-11-12 13:07:30.602382
908,27.1,35,-85,1,39,2022-11-12 13:07:39.150289
909,27.1,34,-85,1,40,2022-11-12 13:07:47.742273
910,27,33,-85,1,38,2022-11-12 13:07:56.250472
911,27.1,33,-85,1,39,2022-11-12 13:08:04.804694
912,27.1,33,-85,1,38,2022-11-12 13:08:13.351254
913,27.1,33,-85,1,38,2022-11-12 13:08:21.898626
914,27.1,33,-85,1,39,2022-11-12 13:08:30.447258
915,27.1,33,-85,1,38,2022-11-12 13:08:39.001596
916,27.1,33,-85,1,38,2022-11-12 13:08:47.546032
